3	0.53945
4	0.57475
5	0.59778
6	0.61470
7	0.62723
8	0.63823
9	0.64692
10	0.65355
12	0.66502
14	0.67366
16	0.68021
18	0.68617
20	0.69083
22	0.69441
24	0.69763
26	0.70102
28	0.70356
30	0.70597
32	0.70749
34	0.70834
36	0.70945
38	0.71061
40	0.71080
44	0.71164
48	0.71152
50	0.71147
52	0.71082
55	0.71007
56	0.70995
60	0.70927
64	0.70815
68	0.70813
70	0.70838
72	0.70847
76	0.70741
80	0.70621
84	0.70584
88	0.70542
90	0.70463
92	0.70413
96	0.70300
100	0.70142
104	0.70011
108	0.69823
110	0.69744
112	0.69679
116	0.69499
120	0.69323
124	0.69149
128	0.69058
