3	0.57235
4	0.60445
5	0.62676
6	0.64432
7	0.65855
8	0.67010
9	0.67962
10	0.68738
12	0.70142
14	0.71119
16	0.71895
18	0.72639
20	0.73177
22	0.73672
24	0.74037
26	0.74419
28	0.74666
30	0.74685
32	0.74887
34	0.74980
36	0.75112
38	0.75059
40	0.75051
44	0.75097
48	0.74906
50	0.74831
52	0.74795
55	0.74738
56	0.74655
60	0.74445
64	0.74130
68	0.73892
70	0.73946
72	0.73729
76	0.73328
80	0.73254
84	0.73109
88	0.73034
90	0.72977
92	0.72849
96	0.72571
100	0.72455
104	0.72248
108	0.72077
110	0.71981
112	0.71900
116	0.71761
120	0.71606
124	0.71381
128	0.71160
