3	0.53196
4	0.56119
5	0.57920
6	0.59357
7	0.60553
8	0.61501
9	0.62297
10	0.63088
12	0.64212
14	0.65149
16	0.66230
18	0.66824
20	0.67328
22	0.67795
24	0.68344
26	0.68536
28	0.68793
30	0.68802
32	0.68892
34	0.68889
36	0.68861
38	0.68695
40	0.68542
44	0.68255
48	0.68030
50	0.68018
52	0.67697
55	0.67482
56	0.67352
60	0.66821
64	0.66555
68	0.66083
70	0.66026
72	0.65863
76	0.65399
80	0.64737
84	0.64183
88	0.63901
90	0.63891
92	0.63804
96	0.63528
100	0.63347
104	0.63316
108	0.63226
110	0.63236
112	0.63303
116	0.63204
120	0.63122
124	0.63048
128	0.62965
