0.0	-20.0	0.00222
0.0	-19.0	0.00224
0.0	-18.0	0.00228
0.0	-17.0	0.00224
0.0	-16.0	0.00224
0.0	-15.0	0.00224
0.0	-14.0	0.00224
0.0	-13.0	0.00224
0.0	-12.0	0.00224
0.0	-11.0	0.00226
0.0	-10.0	0.00224
0.0	-9.0	0.00230
0.0	-8.0	0.00222
0.0	-7.0	0.00224
0.0	-6.0	0.00224
0.0	-5.0	0.00230
0.0	-4.0	0.00222
0.0	-3.0	0.00230
0.0	-2.0	0.00233
0.0	-1.0	0.00196
0.0	0.0	0.00339
0.0	1.0	0.00224
0.0	2.0	0.00224
0.0	3.0	0.00224
0.0	4.0	0.00224
0.0	5.0	0.00224
0.0	6.0	0.00224
0.0	7.0	0.00224
0.0	8.0	0.00224
0.0	9.0	0.00224
0.0	10.0	0.00224
0.0	11.0	0.00224
0.0	12.0	0.00224
0.0	13.0	0.00224
0.0	14.0	0.00224
0.0	15.0	0.00224
0.0	16.0	0.00224
0.0	17.0	0.00224
0.0	18.0	0.00224
0.0	19.0	0.00224
1.0	-20.0	0.01621
1.0	-19.0	0.01004
1.0	-18.0	0.01032
1.0	-17.0	0.01041
1.0	-16.0	0.01062
1.0	-15.0	0.00991
1.0	-14.0	0.00954
1.0	-13.0	0.00979
1.0	-12.0	0.00990
1.0	-11.0	0.00864
1.0	-10.0	0.00740
1.0	-9.0	0.00698
1.0	-8.0	0.00614
1.0	-7.0	0.00504
1.0	-6.0	0.00540
1.0	-5.0	0.00375
1.0	-4.0	0.00301
1.0	-3.0	0.00310
1.0	-2.0	0.00226
1.0	-1.0	0.00445
1.0	0.0	0.21278
1.0	1.0	0.26993
1.0	2.0	0.29402
1.0	3.0	0.29177
1.0	4.0	0.28570
1.0	5.0	0.28077
1.0	6.0	0.27582
1.0	7.0	0.27440
1.0	8.0	0.27077
1.0	9.0	0.26831
1.0	10.0	0.26643
1.0	11.0	0.26465
1.0	12.0	0.26292
1.0	13.0	0.26237
1.0	14.0	0.26038
1.0	15.0	0.25857
1.0	16.0	0.25663
1.0	17.0	0.25586
1.0	18.0	0.25489
1.0	19.0	0.25392
2.0	-20.0	0.01621
2.0	-19.0	0.01006
2.0	-18.0	0.01030
2.0	-17.0	0.01047
2.0	-16.0	0.01068
2.0	-15.0	0.00990
2.0	-14.0	0.00959
2.0	-13.0	0.00998
2.0	-12.0	0.00999
2.0	-11.0	0.00864
2.0	-10.0	0.00738
2.0	-9.0	0.00714
2.0	-8.0	0.00632
2.0	-7.0	0.00517
2.0	-6.0	0.00528
2.0	-5.0	0.00385
2.0	-4.0	0.00305
2.0	-3.0	0.00280
2.0	-2.0	0.00251
2.0	-1.0	0.00453
2.0	0.0	0.32684
2.0	1.0	0.32784
2.0	2.0	0.30494
2.0	3.0	0.29326
2.0	4.0	0.28555
2.0	5.0	0.28043
2.0	6.0	0.27602
2.0	7.0	0.27369
2.0	8.0	0.27035
2.0	9.0	0.26850
2.0	10.0	0.26688
2.0	11.0	0.26446
2.0	12.0	0.26308
2.0	13.0	0.26190
2.0	14.0	0.26030
2.0	15.0	0.25824
2.0	16.0	0.25671
2.0	17.0	0.25574
2.0	18.0	0.25474
2.0	19.0	0.25440
3.0	-20.0	0.01804
3.0	-19.0	0.01130
3.0	-18.0	0.01316
3.0	-17.0	0.01208
3.0	-16.0	0.01237
3.0	-15.0	0.01236
3.0	-14.0	0.01202
3.0	-13.0	0.01189
3.0	-12.0	0.01136
3.0	-11.0	0.01009
3.0	-10.0	0.00834
3.0	-9.0	0.00832
3.0	-8.0	0.00767
3.0	-7.0	0.00626
3.0	-6.0	0.00620
3.0	-5.0	0.00475
3.0	-4.0	0.00391
3.0	-3.0	0.00323
3.0	-2.0	0.00299
3.0	-1.0	0.00440
3.0	0.0	0.35722
3.0	1.0	0.32810
3.0	2.0	0.30491
3.0	3.0	0.29280
3.0	4.0	0.28540
3.0	5.0	0.28010
3.0	6.0	0.27580
3.0	7.0	0.27344
3.0	8.0	0.27065
3.0	9.0	0.26801
3.0	10.0	0.26668
3.0	11.0	0.26454
3.0	12.0	0.26262
3.0	13.0	0.26146
3.0	14.0	0.25975
3.0	15.0	0.25832
3.0	16.0	0.25607
3.0	17.0	0.25573
3.0	18.0	0.25493
3.0	19.0	0.25369
4.0	-20.0	0.01801
4.0	-19.0	0.01127
4.0	-18.0	0.01305
4.0	-17.0	0.01200
4.0	-16.0	0.01243
4.0	-15.0	0.01235
4.0	-14.0	0.01198
4.0	-13.0	0.01191
4.0	-12.0	0.01132
4.0	-11.0	0.01003
4.0	-10.0	0.00829
4.0	-9.0	0.00843
4.0	-8.0	0.00785
4.0	-7.0	0.00629
4.0	-6.0	0.00647
4.0	-5.0	0.00468
4.0	-4.0	0.00385
4.0	-3.0	0.00331
4.0	-2.0	0.00309
4.0	-1.0	0.00427
4.0	0.0	0.37594
4.0	1.0	0.32761
4.0	2.0	0.30520
4.0	3.0	0.29346
4.0	4.0	0.28568
4.0	5.0	0.28025
4.0	6.0	0.27568
4.0	7.0	0.27295
4.0	8.0	0.27066
4.0	9.0	0.26842
4.0	10.0	0.26596
4.0	11.0	0.26427
4.0	12.0	0.26320
4.0	13.0	0.26148
4.0	14.0	0.25975
4.0	15.0	0.25836
4.0	16.0	0.25681
4.0	17.0	0.25591
4.0	18.0	0.25476
4.0	19.0	0.25386
5.0	-20.0	0.01623
5.0	-19.0	0.01005
5.0	-18.0	0.01032
5.0	-17.0	0.01041
5.0	-16.0	0.01086
5.0	-15.0	0.00994
5.0	-14.0	0.00962
5.0	-13.0	0.00999
5.0	-12.0	0.01000
5.0	-11.0	0.00851
5.0	-10.0	0.00740
5.0	-9.0	0.00706
5.0	-8.0	0.00635
5.0	-7.0	0.00510
5.0	-6.0	0.00538
5.0	-5.0	0.00374
5.0	-4.0	0.00297
5.0	-3.0	0.00285
5.0	-2.0	0.00273
5.0	-1.0	0.00438
5.0	0.0	0.38894
5.0	1.0	0.32763
5.0	2.0	0.30466
5.0	3.0	0.29326
5.0	4.0	0.28526
5.0	5.0	0.28056
5.0	6.0	0.27564
5.0	7.0	0.27323
5.0	8.0	0.27088
5.0	9.0	0.26838
5.0	10.0	0.26621
5.0	11.0	0.26465
5.0	12.0	0.26207
5.0	13.0	0.26265
5.0	14.0	0.25996
5.0	15.0	0.25840
5.0	16.0	0.25673
5.0	17.0	0.25570
5.0	18.0	0.25481
5.0	19.0	0.25369
6.0	-20.0	0.01800
6.0	-19.0	0.01126
6.0	-18.0	0.01306
6.0	-17.0	0.01207
6.0	-16.0	0.01245
6.0	-15.0	0.01232
6.0	-14.0	0.01199
6.0	-13.0	0.01190
6.0	-12.0	0.01134
6.0	-11.0	0.00993
6.0	-10.0	0.00835
6.0	-9.0	0.00836
6.0	-8.0	0.00775
6.0	-7.0	0.00628
6.0	-6.0	0.00637
6.0	-5.0	0.00451
6.0	-4.0	0.00397
6.0	-3.0	0.00324
6.0	-2.0	0.00310
6.0	-1.0	0.00429
6.0	0.0	0.39825
6.0	1.0	0.32761
6.0	2.0	0.30496
6.0	3.0	0.29309
6.0	4.0	0.28544
6.0	5.0	0.28072
6.0	6.0	0.27568
6.0	7.0	0.27268
6.0	8.0	0.27107
6.0	9.0	0.26839
6.0	10.0	0.26620
6.0	11.0	0.26491
6.0	12.0	0.26194
6.0	13.0	0.26281
6.0	14.0	0.25979
6.0	15.0	0.25891
6.0	16.0	0.25690
6.0	17.0	0.25562
6.0	18.0	0.25488
