3	0.38388
4	0.40630
5	0.42519
6	0.44033
7	0.45435
8	0.46458
9	0.47344
10	0.48120
12	0.49407
14	0.50389
16	0.51091
18	0.51651
20	0.52033
22	0.52358
24	0.52644
26	0.52735
28	0.52771
30	0.52666
32	0.52594
34	0.52483
36	0.52377
38	0.52295
40	0.52147
44	0.51976
48	0.51771
50	0.51649
52	0.51545
55	0.51452
56	0.51431
60	0.51213
64	0.50994
68	0.50742
70	0.50741
72	0.50653
76	0.50436
80	0.50230
84	0.50179
88	0.49977
90	0.49868
92	0.49784
96	0.49608
100	0.49402
104	0.49147
108	0.48979
110	0.48882
112	0.48808
116	0.48553
120	0.48370
124	0.48204
128	0.48102
