0.0	-20.0	0.00222
0.0	-16.0	0.00224
0.0	-12.0	0.00224
0.0	-8.0	0.00222
0.0	-4.0	0.00222
0.0	0.0	0.00339
0.0	4.0	0.00224
0.0	8.0	0.00224
0.0	12.0	0.00224
0.0	16.0	0.00224
4.0	-20.0	0.01801
4.0	-16.0	0.01243
4.0	-12.0	0.01132
4.0	-8.0	0.00785
4.0	-4.0	0.00385
4.0	0.0	0.37594
4.0	4.0	0.28568
4.0	8.0	0.27066
4.0	12.0	0.26320
4.0	16.0	0.25681
8.0	-20.0	0.01781
8.0	-16.0	0.01237
8.0	-12.0	0.01128
8.0	-8.0	0.00758
8.0	-4.0	0.00393
8.0	0.0	0.41170
8.0	4.0	0.28534
8.0	8.0	0.27061
8.0	12.0	0.26169
8.0	16.0	0.25665
12.0	-20.0	0.01805
12.0	-16.0	0.01246
12.0	-12.0	0.01134
12.0	-8.0	0.00783
12.0	-4.0	0.00403
12.0	0.0	0.42748
12.0	4.0	0.28616
12.0	8.0	0.27060
12.0	12.0	0.26206
12.0	16.0	0.25679
16.0	-20.0	0.01762
16.0	-16.0	0.01198
16.0	-12.0	0.01113
16.0	-8.0	0.00762
16.0	-4.0	0.00358
16.0	0.0	0.43574
16.0	4.0	0.28565
16.0	8.0	0.27076
16.0	12.0	0.26217
16.0	16.0	0.25648
20.0	-20.0	0.01804
20.0	-16.0	0.01239
20.0	-12.0	0.01132
20.0	-8.0	0.00771
20.0	-4.0	0.00397
20.0	0.0	0.44167
20.0	4.0	0.28557
20.0	8.0	0.27096
20.0	12.0	0.26235
20.0	16.0	0.25584
24.0	-20.0	0.01623
24.0	-16.0	0.01077
24.0	-12.0	0.00998
24.0	-8.0	0.00625
24.0	-4.0	0.00301
24.0	0.0	0.44734
24.0	4.0	0.28563
24.0	8.0	0.27117
24.0	12.0	0.26240
24.0	16.0	0.25624
28.0	-20.0	0.01805
28.0	-16.0	0.01240
28.0	-12.0	0.01135
28.0	-8.0	0.00784
28.0	-4.0	0.00389
28.0	0.0	0.45067
28.0	4.0	0.28606
28.0	8.0	0.27050
28.0	12.0	0.26255
28.0	16.0	0.25751
32.0	-20.0	0.01622
32.0	-16.0	0.01077
32.0	-12.0	0.01001
32.0	-8.0	0.00627
32.0	-4.0	0.00299
32.0	0.0	0.45366
32.0	4.0	0.28594
32.0	8.0	0.27068
32.0	12.0	0.26266
32.0	16.0	0.25745
36.0	-20.0	0.01622
36.0	-16.0	0.01077
36.0	-12.0	0.01001
36.0	-8.0	0.00625
36.0	-4.0	0.00301
36.0	0.0	0.45680
36.0	4.0	0.28544
36.0	8.0	0.27031
36.0	12.0	0.26213
36.0	16.0	0.25672
