3	0.53347
4	0.55986
5	0.57841
6	0.59274
7	0.60285
8	0.61216
9	0.61842
10	0.62495
12	0.63552
14	0.64551
16	0.65250
18	0.65859
20	0.66301
22	0.66673
24	0.66972
26	0.67294
28	0.67494
30	0.67682
32	0.67827
34	0.67970
36	0.68086
38	0.68131
40	0.68173
44	0.68169
48	0.68157
50	0.68085
52	0.68138
55	0.68057
56	0.68032
60	0.67945
64	0.67838
68	0.67736
70	0.67680
72	0.67636
76	0.67423
80	0.67249
84	0.67087
88	0.66953
90	0.66901
92	0.66752
96	0.66624
100	0.66452
104	0.66319
108	0.66247
110	0.66169
112	0.66068
116	0.65861
120	0.65678
124	0.65536
128	0.65335
