3	0.49673
4	0.52278
5	0.54016
6	0.55694
7	0.56885
8	0.58086
9	0.58825
10	0.59693
12	0.60575
14	0.61301
16	0.61689
18	0.62032
20	0.62129
22	0.62351
24	0.62173
26	0.62102
28	0.61787
30	0.61806
32	0.61707
34	0.61517
36	0.61305
38	0.61224
40	0.61168
44	0.61149
48	0.61046
50	0.60958
52	0.60977
55	0.60833
56	0.60821
60	0.60688
64	0.60606
68	0.60414
70	0.60314
72	0.60247
76	0.60115
80	0.60031
84	0.59941
88	0.59870
90	0.59765
92	0.59708
96	0.59624
100	0.59425
104	0.59261
108	0.59195
110	0.59083
112	0.59001
116	0.58901
120	0.58897
124	0.58772
128	0.58553
